_id,contact,dob,emergency_contact,emergency_name,expiration_date,issuer,name,recovery.date,recovery.uci_swab,revoked,surname,tax_code,test.datetime,test.place.address,test.place.authorized_by,test.place.building_name,test.place.city,test.place.gps,test.place.region,test.place.type,test.result,test.sanitary_operator.contact,test.sanitary_operator.name,test.sanitary_operator.surname,test.sanitary_operator.tax_code,test.sanitary_operator.type,test.type,uci,valid_from
61b4ddb2be981d4eab799b6b,+392976829073,1923-12-31T00:00:00.000Z,+392258205560,Robertino Monti,,Italian Ministry of Health,Carmine,,,false,Monti,MNTCMN23T31D847Q,2020-10-29T00:00:00.000Z,"Via Lagrange, 2",61b4dd99be981d4eab799b60,FONDAZIONE DON CARLO GNOCCHI O,Bergamo,"-84.72522817731921,-17.79022381254785",Lombardia,Territorial,Positive,+399623931653,Jessica,Fabbri,FBBJSC57A47G451V,Nurse,Molecular,01ITA797891BBF264E88B9BB8E396097P1L,
61b4ddb2be981d4eab799b6c,+392976829073,1923-12-31T00:00:00.000Z,+392258205560,Robertino Monti,2020-11-17T00:00:00.000Z,Italian Ministry of Health,Carmine,,,false,Monti,MNTCMN23T31D847Q,2020-11-14T00:00:00.000Z,"Via Cassiodoro, 12",61b4dd99be981d4eab799b5f,LA NOSTRA FAMIGLIA - CISLAGO  ,Milano,"-64.01084252668814,-17.500158668196548",Lombardia,Territorial,Negative,+399623931653,Jessica,Fabbri,FBBJSC57A47G451V,Nurse,Molecular,01ITA797891BBF264E88B9BB8E389050P6I,2020-11-14T00:00:00.000Z
61b4ddb2be981d4eab799b6d,+393205843853,1982-05-11T00:00:00.000Z,+392363291464,Livia Torrisi,2021-06-27T00:00:00.000Z,Italian Ministry of Health,Massimiliano,2020-12-15T00:00:00.000Z,01ITA797891BBF264E88B9BB8E914554C0I,false,Torrisi,TRRMSM82E11M139M,,,,,,,,,,,,,,,,01ITA797891BBF264E88B9BB8E626435C2G,2020-12-29T00:00:00.000Z
61b4ddb2be981d4eab799b6e,+393205843853,1982-05-11T00:00:00.000Z,+392363291464,Livia Torrisi,,Italian Ministry of Health,Massimiliano,,,false,Torrisi,TRRMSM82E11M139M,2020-12-15T00:00:00.000Z,"Via Pavia, 1",61b4dd99be981d4eab799b5f,IST.GERIATRICO REDAELLI - MILA,Milano,"-49.15170607778528,-104.85964160384283",Lombardia,Territorial,Positive,+392203394985,Maria Elisabetta,Barberis,BRBMLS73E62G940T,Nurse,Molecular,01ITA797891BBF264E88B9BB8E540533U8B,
61b4ddb2be981d4eab799b6f,+393205843853,1982-05-11T00:00:00.000Z,+392363291464,Livia Torrisi,2021-01-01T00:00:00.000Z,Italian Ministry of Health,Massimiliano,,,false,Torrisi,TRRMSM82E11M139M,2020-12-29T00:00:00.000Z,"Via Masotto, 1",61b4dd99be981d4eab799b60,FONDAZIONE DON CARLO GNOCCHI -,Bergamo,"-55.87809330187147,-102.47305903692532",Lombardia,Territorial,Negative,+399137093604,Elisa,Spina,SPNLSE85R55B522P,Nurse,Molecular,01ITA797891BBF264E88B9BB8E914554C0I,2020-12-29T00:00:00.000Z
61b4ddb2be981d4eab799b70,+399275565624,1953-05-06T00:00:00.000Z,+391142780130,Carla De Luca,2021-01-11T00:00:00.000Z,Italian Ministry of Health,Silvana,2020-06-27T00:00:00.000Z,01ITA797891BBF264E88B9BB8E423709U9V,false,De Luca,DLCSVN53E46D755Q,,,,,,,,,,,,,,,,01ITA797891BBF264E88B9BB8E053362G3F,2020-07-15T00:00:00.000Z
61b4ddb2be981d4eab799b71,+399275565624,1953-05-06T00:00:00.000Z,+391142780130,Carla De Luca,,Italian Ministry of Health,Silvana,,,false,De Luca,DLCSVN53E46D755Q,2020-06-27T00:00:00.000Z,"V.le S. Michele Carso, 26",61b4dd99be981d4eab799b5f,LA NOSTRA FAMIGLIA - SESTO S.G,Milano,"10.700670854526109,-139.78534851191046",Lombardia,Territorial,Positive,+392716726069,Rita,Ricci,RCCRTI59S49F347Q,Nurse,Molecular,01ITA797891BBF264E88B9BB8E410780M6X,
61b4ddb2be981d4eab799b72,+399275565624,1953-05-06T00:00:00.000Z,+391142780130,Carla De Luca,2020-07-18T00:00:00.000Z,Italian Ministry of Health,Silvana,,,false,De Luca,DLCSVN53E46D755Q,2020-07-15T00:00:00.000Z,"Via Comacchio, 4",61b4dd99be981d4eab799b60,ISTITUTO OPERA PIA ROTA - ALME,Bergamo,"5.353772750543797,150.5679278125155",Lombardia,Territorial,Negative,+391283183035,Salvatore,Favre,FVRSVT03L30E470S,Nurse,Molecular,01ITA797891BBF264E88B9BB8E423709U9V,2020-07-15T00:00:00.000Z
61b4ddb2be981d4eab799b73,+398611203978,1933-10-19T00:00:00.000Z,+395695504436,Vanessa Giuliani,2021-01-12T00:00:00.000Z,Italian Ministry of Health,Silvana,2020-06-28T00:00:00.000Z,01ITA797891BBF264E88B9BB8E550411I2W,false,Giuliani,GLNSVN33R59G157D,,,,,,,,,,,,,,,,01ITA797891BBF264E88B9BB8E878328J0S,2020-07-16T00:00:00.000Z
61b4ddb2be981d4eab799b74,+398611203978,1933-10-19T00:00:00.000Z,+395695504436,Vanessa Giuliani,,Italian Ministry of Health,Silvana,,,false,Giuliani,GLNSVN33R59G157D,2020-06-28T00:00:00.000Z,"Via Mercato, 1",61b4dd99be981d4eab799b60,FONDAZIONE G.BRUNENGHI ONLUS-C,Bergamo,"-36.30886819870524,70.98067492778961",Lombardia,Territorial,Positive,+390376719463,Anna,Leonardi,LNRNNA67A41G432E,Nurse,Molecular,01ITA797891BBF264E88B9BB8E743664X2C,
61b4ddb2be981d4eab799b75,+398611203978,1933-10-19T00:00:00.000Z,+395695504436,Vanessa Giuliani,2020-07-19T00:00:00.000Z,Italian Ministry of Health,Silvana,,,false,Giuliani,GLNSVN33R59G157D,2020-07-16T00:00:00.000Z,"Via Varsavia, 4",61b4dd99be981d4eab799b60,A.I.A.S. - MONZA              ,Bergamo,"-50.441723799149386,149.07253917664264",Lombardia,Territorial,Negative,+397709989736,Nadia,Scalise,SCLNDA80L56I982T,Nurse,Molecular,01ITA797891BBF264E88B9BB8E550411I2W,2020-07-16T00:00:00.000Z
61b4ddb2be981d4eab799b76,+396496437946,1947-09-28T00:00:00.000Z,+391307407589,Filomena Rizzo,2021-08-21T00:00:00.000Z,Italian Ministry of Health,Adele,2021-02-04T00:00:00.000Z,01ITA797891BBF264E88B9BB8E732196S9E,false,Rizzo,RZZDLA47P68E209H,,,,,,,,,,,,,,,,01ITA797891BBF264E88B9BB8E357069Q3R,2021-02-22T00:00:00.000Z
61b4ddb2be981d4eab799b77,+396496437946,1947-09-28T00:00:00.000Z,+391307407589,Filomena Rizzo,,Italian Ministry of Health,Adele,,,false,Rizzo,RZZDLA47P68E209H,2021-02-04T00:00:00.000Z,"Via Olmetto, 21",61b4dd99be981d4eab799b5f,PRO JUVENTUTE DON GNOCCHI     ,Milano,"-71.75982608462554,153.24014114304424",Lombardia,Territorial,Positive,+396390735683,Catterina,Battistini,BTTCTR95M53I444W,Nurse,Molecular,01ITA797891BBF264E88B9BB8E339650I4R,
61b4ddb2be981d4eab799b78,+396496437946,1947-09-28T00:00:00.000Z,+391307407589,Filomena Rizzo,2021-02-25T00:00:00.000Z,Italian Ministry of Health,Adele,,,false,Rizzo,RZZDLA47P68E209H,2021-02-22T00:00:00.000Z,"Via Comacchio, 4",61b4dd99be981d4eab799b60,ISTITUTO OPERA PIA ROTA - ALME,Bergamo,"5.353772750543797,150.5679278125155",Lombardia,Territorial,Negative,+393418861059,Teresa,Biagini,BGNTRS39D70A012F,Nurse,Molecular,01ITA797891BBF264E88B9BB8E732196S9E,2021-02-22T00:00:00.000Z
61b4ddb2be981d4eab799b79,+396364724178,1943-09-29T00:00:00.000Z,+392430840157,Sarah Ricci,2021-01-30T00:00:00.000Z,Italian Ministry of Health,Ferruccio,2020-07-16T00:00:00.000Z,01ITA797891BBF264E88B9BB8E817029U8J,false,Ricci,RCCFRC43P29A310Z,,,,,,,,,,,,,,,,01ITA797891BBF264E88B9BB8E624108U9C,2020-08-03T00:00:00.000Z
61b4ddb2be981d4eab799b7a,+396364724178,1943-09-29T00:00:00.000Z,+392430840157,Sarah Ricci,,Italian Ministry of Health,Ferruccio,,,false,Ricci,RCCFRC43P29A310Z,2020-07-16T00:00:00.000Z,"Via Sarpi, 53",61b4dd99be981d4eab799b60,FOND. OSP. G.ARAGONA-S.GIOVANN,Bergamo,"-28.01878959453603,2.3234674776692543",Lombardia,Territorial,Positive,+390564765128,Fabiana,Cossu,CSSFBN37H43H848O,Nurse,Molecular,01ITA797891BBF264E88B9BB8E258878U1B,
61b4ddb2be981d4eab799b7b,+396364724178,1943-09-29T00:00:00.000Z,+392430840157,Sarah Ricci,2020-08-06T00:00:00.000Z,Italian Ministry of Health,Ferruccio,,,false,Ricci,RCCFRC43P29A310Z,2020-08-03T00:00:00.000Z,"Via Washington, 98",61b4dd99be981d4eab799b5f,IST. LA NOSTRA FAMIGLIA - VEDA,Milano,"-38.46422891716006,-57.71082973549868",Lombardia,Territorial,Negative,+392600306681,Divine Enosazele,Di Francesco,DFRDNN64B62I318R,Nurse,Molecular,01ITA797891BBF264E88B9BB8E817029U8J,2020-08-03T00:00:00.000Z
61b4ddb2be981d4eab799b7c,+395045151500,1967-12-09T00:00:00.000Z,+392187074194,Giulia Maria Zani,2021-07-11T00:00:00.000Z,Italian Ministry of Health,Juna,2021-01-02T00:00:00.000Z,01ITA797891BBF264E88B9BB8E351849N1C,false,Zani,ZNAJNU67T49H630R,,,,,,,,,,,,,,,,01ITA797891BBF264E88B9BB8E041172H1H,2021-01-12T00:00:00.000Z
61b4ddb2be981d4eab799b7d,+395045151500,1967-12-09T00:00:00.000Z,+392187074194,Giulia Maria Zani,,Italian Ministry of Health,Juna,,,false,Zani,ZNAJNU67T49H630R,2021-01-02T00:00:00.000Z,"Via Mercato, 1",61b4dd99be981d4eab799b60,FONDAZIONE G.BRUNENGHI ONLUS-C,Bergamo,"-36.30886819870524,70.98067492778961",Lombardia,Territorial,Positive,+392312419617,Halima,Rizzo,RZZHLM39R67F221I,Nurse,Molecular,01ITA797891BBF264E88B9BB8E168711R0P,
61b4ddb2be981d4eab799b7e,+395045151500,1967-12-09T00:00:00.000Z,+392187074194,Giulia Maria Zani,2021-01-15T00:00:00.000Z,Italian Ministry of Health,Juna,,,false,Zani,ZNAJNU67T49H630R,2021-01-12T00:00:00.000Z,"Via Masotto, 1",61b4dd99be981d4eab799b5f,FONDAZIONE OSPEDALE CIVILE DI ,Milano,"-56.11070304684746,-15.224977069348853",Lombardia,Territorial,Negative,+392716726069,Rita,Ricci,RCCRTI59S49F347Q,Nurse,Molecular,01ITA797891BBF264E88B9BB8E351849N1C,2021-01-12T00:00:00.000Z
61b4ddb2be981d4eab799b7f,+391509517749,2000-01-21T00:00:00.000Z,+395191995675,Fatima Lujan Russo,2021-08-24T00:00:00.000Z,Italian Ministry of Health,Gabriele,2021-02-13T00:00:00.000Z,01ITA797891BBF264E88B9BB8E651504P8D,false,Russo,RSSGRL00A21B015F,,,,,,,,,,,,,,,,01ITA797891BBF264E88B9BB8E467486M1C,2021-02-25T00:00:00.000Z
61b4ddb2be981d4eab799b80,+391509517749,2000-01-21T00:00:00.000Z,+395191995675,Fatima Lujan Russo,,Italian Ministry of Health,Gabriele,,,false,Russo,RSSGRL00A21B015F,2021-02-13T00:00:00.000Z,"Via Edmondo De Amicis, 51",61b4dd99be981d4eab799b5f,A.I.A.S. - MILANO             ,Milano,"75.01443556935632,174.6362885301735",Lombardia,Territorial,Positive,+393490653704,Piera,Landi,LNDPRI77C45M408L,Nurse,Molecular,01ITA797891BBF264E88B9BB8E130821Z2H,
61b4ddb2be981d4eab799b81,+391509517749,2000-01-21T00:00:00.000Z,+395191995675,Fatima Lujan Russo,2021-02-28T00:00:00.000Z,Italian Ministry of Health,Gabriele,,,false,Russo,RSSGRL00A21B015F,2021-02-25T00:00:00.000Z,"Via Vincenzo Monti, 56",61b4dd99be981d4eab799b5f,IST.GER.O.P.COLLEONI-BELDOSSO ,Milano,"54.94066347624579,93.54054934331788",Lombardia,Territorial,Negative,+399589043107,Cosmos,Di Giovanni,DGVCMS95B25I649U,Nurse,Molecular,01ITA797891BBF264E88B9BB8E651504P8D,2021-02-25T00:00:00.000Z
61b4ddb2be981d4eab799b82,+395729949261,1963-07-14T00:00:00.000Z,+394415182597,"Giuseppe D'Alessandro",2021-09-28T00:00:00.000Z,Italian Ministry of Health,Federico,2021-03-15T00:00:00.000Z,01ITA797891BBF264E88B9BB8E144771Z1E,false,"D'Alessandro",DLSFRC63L14B256Z,,,,,,,,,,,,,,,,01ITA797891BBF264E88B9BB8E585452C6D,2021-04-01T00:00:00.000Z
61b4ddb2be981d4eab799b83,+395729949261,1963-07-14T00:00:00.000Z,+394415182597,"Giuseppe D'Alessandro",,Italian Ministry of Health,Federico,,,false,"D'Alessandro",DLSFRC63L14B256Z,2021-03-15T00:00:00.000Z,"Piazza Bonomelli, 4",61b4dd99be981d4eab799b5f,CENTRO A.I.R.R.I- MILANO      ,Milano,"77.88861559423086,-133.8056606958511",Lombardia,Territorial,Positive,+394685127780,Stefania,Giuliani,GLNSFN35R45F635H,Nurse,Molecular,01ITA797891BBF264E88B9BB8E170818J5N,
61b4ddb2be981d4eab799b84,+395729949261,1963-07-14T00:00:00.000Z,+394415182597,"Giuseppe D'Alessandro",2021-04-04T00:00:00.000Z,Italian Ministry of Health,Federico,,,false,"D'Alessandro",DLSFRC63L14B256Z,2021-04-01T00:00:00.000Z,"Via Meda, 37",61b4dd99be981d4eab799b5f,OO.PP.ANNESSE - BERGAMO       ,Milano,"-44.7611370570761,-153.34093859168354",Lombardia,Territorial,Negative,+399623931653,Jessica,Fabbri,FBBJSC57A47G451V,Nurse,Molecular,01ITA797891BBF264E88B9BB8E144771Z1E,2021-04-01T00:00:00.000Z
61b4ddb2be981d4eab799b85,+394246345811,1989-07-18T00:00:00.000Z,+398086250645,Elisabetta Fabbri,2021-10-08T00:00:00.000Z,Italian Ministry of Health,Gino,2021-03-26T00:00:00.000Z,01ITA797891BBF264E88B9BB8E488686X7J,false,Fabbri,FBBGNI89L18D004J,,,,,,,,,,,,,,,,01ITA797891BBF264E88B9BB8E899253B7V,2021-04-11T00:00:00.000Z
61b4ddb2be981d4eab799b86,+394246345811,1989-07-18T00:00:00.000Z,+398086250645,Elisabetta Fabbri,,Italian Ministry of Health,Gino,,,false,Fabbri,FBBGNI89L18D004J,2021-03-26T00:00:00.000Z,"Piazza Bonomelli, 4",61b4dd99be981d4eab799b5f,CENTRO A.I.R.R.I- MILANO      ,Milano,"77.88861559423086,-133.8056606958511",Lombardia,Territorial,Positive,+396024127448,Marisa,Amato,MTAMRS95M71L916T,Nurse,Molecular,01ITA797891BBF264E88B9BB8E143232F6P,
61b4ddb2be981d4eab799b87,+394246345811,1989-07-18T00:00:00.000Z,+398086250645,Elisabetta Fabbri,2021-04-14T00:00:00.000Z,Italian Ministry of Health,Gino,,,false,Fabbri,FBBGNI89L18D004J,2021-04-11T00:00:00.000Z,"Via Rimini, 29",61b4dd99be981d4eab799b5f,C.RIED.MOT.NS.FAM.-P.TE LAMBRO,Milano,"-75.3408749348835,-36.010617657700976",Lombardia,Territorial,Negative,+396494566871,Kawtar,Mura,MRUKTR68R43A357H,Nurse,Molecular,01ITA797891BBF264E88B9BB8E488686X7J,2021-04-11T00:00:00.000Z
61b4ddb3be981d4eab799b88,+398291227000,1966-12-14T00:00:00.000Z,+392213903737,Francesca Rossi,2021-08-08T00:00:00.000Z,Italian Ministry of Health,Alice,2021-01-24T00:00:00.000Z,01ITA797891BBF264E88B9BB8E464487Q0S,false,Rossi,RSSLCA66T54G788X,,,,,,,,,,,,,,,,01ITA797891BBF264E88B9BB8E445159X1X,2021-02-09T00:00:00.000Z
61b4ddb3be981d4eab799b89,+398291227000,1966-12-14T00:00:00.000Z,+392213903737,Francesca Rossi,,Italian Ministry of Health,Alice,,,false,Rossi,RSSLCA66T54G788X,2021-01-24T00:00:00.000Z,"Via Bergognone, 31",61b4dd99be981d4eab799b60,CENTRO DI RIABIL. S.VINCENZO -,Bergamo,"23.416682869322173,-88.60699113062299",Lombardia,Territorial,Positive,+393010463787,Rosaria,Fiorucci,FRCRSR70L61I523I,Nurse,Molecular,01ITA797891BBF264E88B9BB8E438567U0N,
61b4ddb3be981d4eab799b8a,+398291227000,1966-12-14T00:00:00.000Z,+392213903737,Francesca Rossi,2021-02-12T00:00:00.000Z,Italian Ministry of Health,Alice,,,false,Rossi,RSSLCA66T54G788X,2021-02-09T00:00:00.000Z,"Via Forze Armate, 212",61b4dd99be981d4eab799b60,LA NOSTRA FAMIGLIA - CARATE BR,Bergamo,"47.01597639255169,115.41477862944515",Lombardia,Territorial,Negative,+392020868097,Marija,Rossi,RSSMRJ66R56H921Q,Nurse,Molecular,01ITA797891BBF264E88B9BB8E464487Q0S,2021-02-09T00:00:00.000Z
61b4ddb3be981d4eab799b8b,+391463602988,1962-11-06T00:00:00.000Z,+398894642217,Agostino Brambilla,2021-06-12T00:00:00.000Z,Italian Ministry of Health,Giuseppe,2020-11-27T00:00:00.000Z,01ITA797891BBF264E88B9BB8E467391U9B,false,Brambilla,BRMGPP62S06I577S,,,,,,,,,,,,,,,,01ITA797891BBF264E88B9BB8E676777W9H,2020-12-14T00:00:00.000Z
61b4ddb3be981d4eab799b8c,+391463602988,1962-11-06T00:00:00.000Z,+398894642217,Agostino Brambilla,,Italian Ministry of Health,Giuseppe,,,false,Brambilla,BRMGPP62S06I577S,2020-11-27T00:00:00.000Z,"Via Lagrange, 2",61b4dd99be981d4eab799b60,FONDAZIONE DON CARLO GNOCCHI O,Bergamo,"-84.72522817731921,-17.79022381254785",Lombardia,Territorial,Positive,+398376759623,Benedetto,Giraudo,GRDBDT89R27F326U,Nurse,Molecular,01ITA797891BBF264E88B9BB8E182548N9Z,
61b4ddb3be981d4eab799b8d,+391463602988,1962-11-06T00:00:00.000Z,+398894642217,Agostino Brambilla,2020-12-17T00:00:00.000Z,Italian Ministry of Health,Giuseppe,,,false,Brambilla,BRMGPP62S06I577S,2020-12-14T00:00:00.000Z,"Via Falck, 19/A",61b4dd99be981d4eab799b5f,FOND.OSP.CASA DI RIPOSO NOB. P,Milano,"-70.09627396190366,147.8196139872254",Lombardia,Territorial,Negative,+398205979588,Orietta,Izzo,ZZIRTT69T46A265Q,Nurse,Molecular,01ITA797891BBF264E88B9BB8E467391U9B,2020-12-14T00:00:00.000Z
61b4ddb3be981d4eab799b8e,+399113637448,1964-08-25T00:00:00.000Z,+398715112137,Giuliana Mancini,2021-10-18T00:00:00.000Z,Italian Ministry of Health,Giulia,2021-04-02T00:00:00.000Z,01ITA797891BBF264E88B9BB8E610725D4L,false,Mancini,MNCGLI64M65A710Z,,,,,,,,,,,,,,,,01ITA797891BBF264E88B9BB8E442442Y9J,2021-04-21T00:00:00.000Z
61b4ddb3be981d4eab799b8f,+399113637448,1964-08-25T00:00:00.000Z,+398715112137,Giuliana Mancini,,Italian Ministry of Health,Giulia,,,false,Mancini,MNCGLI64M65A710Z,2021-04-02T00:00:00.000Z,"Via Dante, 17",61b4dd99be981d4eab799b5f,LA NOSTRA FAMIGLIA - COMO     ,Milano,"18.856056572480625,2.9937108455322345",Lombardia,Territorial,Positive,+399589043107,Cosmos,Di Giovanni,DGVCMS95B25I649U,Nurse,Molecular,01ITA797891BBF264E88B9BB8E432878E5J,
61b4ddb3be981d4eab799b90,+399113637448,1964-08-25T00:00:00.000Z,+398715112137,Giuliana Mancini,2021-04-24T00:00:00.000Z,Italian Ministry of Health,Giulia,,,false,Mancini,MNCGLI64M65A710Z,2021-04-21T00:00:00.000Z,"Via Meda, 37",61b4dd99be981d4eab799b5f,OO.PP.ANNESSE - BERGAMO       ,Milano,"-44.7611370570761,-153.34093859168354",Lombardia,Territorial,Negative,+396916643155,Dario,Russo,RSSDRA50H18H148Z,Nurse,Molecular,01ITA797891BBF264E88B9BB8E610725D4L,2021-04-21T00:00:00.000Z
61b4ddb3be981d4eab799b91,+393037373078,1958-02-20T00:00:00.000Z,+391496678684,Lorenzo Ferrari,2021-03-15T00:00:00.000Z,Italian Ministry of Health,Stella,2020-08-27T00:00:00.000Z,01ITA797891BBF264E88B9BB8E909927S1A,false,Ferrari,FRRSLL58B60C185S,,,,,,,,,,,,,,,,01ITA797891BBF264E88B9BB8E655446R4C,2020-09-16T00:00:00.000Z
61b4ddb3be981d4eab799b92,+393037373078,1958-02-20T00:00:00.000Z,+391496678684,Lorenzo Ferrari,,Italian Ministry of Health,Stella,,,false,Ferrari,FRRSLL58B60C185S,2020-08-27T00:00:00.000Z,"Piazza 6 Febbraio, 16",61b4dd99be981d4eab799b5f,PIA FOND.VAL CAMONICA-MALEGNO ,Milano,"21.21526236291143,131.06458616016766",Lombardia,Territorial,Positive,+394887037084,Roberto,Colonna,CLNRRT84H11L571W,Nurse,Molecular,01ITA797891BBF264E88B9BB8E338142A3V,
61b4ddb3be981d4eab799b93,+393037373078,1958-02-20T00:00:00.000Z,+391496678684,Lorenzo Ferrari,2020-09-19T00:00:00.000Z,Italian Ministry of Health,Stella,,,false,Ferrari,FRRSLL58B60C185S,2020-09-16T00:00:00.000Z,"Via Dante, 17",61b4dd99be981d4eab799b5f,LA NOSTRA FAMIGLIA - COMO     ,Milano,"18.856056572480625,2.9937108455322345",Lombardia,Territorial,Negative,+392308989154,Blerta,Greppi,GRPBRT99P57H132D,Nurse,Molecular,01ITA797891BBF264E88B9BB8E909927S1A,2020-09-16T00:00:00.000Z
61b4ddb3be981d4eab799b94,+398843925825,1958-11-19T00:00:00.000Z,+393685813457,Roberto Giuseppe Zanetti,2021-10-19T00:00:00.000Z,Italian Ministry of Health,Mattia,2021-04-06T00:00:00.000Z,01ITA797891BBF264E88B9BB8E231128F6Y,false,Zanetti,ZNTMTT58S19B664Z,,,,,,,,,,,,,,,,01ITA797891BBF264E88B9BB8E687023R8L,2021-04-22T00:00:00.000Z
